data_owner;location_code;location_name;xy;dups;modelNames;station_name;descriptive_name;What to do?
PML;pml_82;17.0;-8.359_49.244;FALSE;NA;pml_82;17.0;
PML;pml_72;7.0;-8.36_49.238;FALSE;NA;pml_72;7.0;
PML;pml_65;11.0;-8.36_49.24;FALSE;NA;pml_65;11.0;
PML;pml_74;9.0;-8.36_49.244;FALSE;NA;pml_74;9.0;
RBINS;eu_C0302_GKSS;C0302_GKSS;8.3662_54.0012;FALSE;NA;C0302_GKSS;C0302_GKSS;
PML;pml_55;1.0;-8.367_49.23;FALSE;NA;pml_55;1.0;
RBINS;eu_R0105_GKSS;R0105_GKSS;8.37_54.2863;FALSE;NA;R0105_GKSS;R0105_GKSS;
IMR;eu_M162;M162;8.37_57.55;FALSE;NA;M162;M162;
PML;pml_78;13.0;-8.372_49.241;FALSE;NA;pml_78;13.0;X
PML;pml_79;14.0;-8.372_49.241;TRUE;NA;pml_79;14.0;X
Danish MSFD database;eu_RIB1610001;RIB1610001;8.3783_55.4868;FALSE;NA;RIB1610001;RIB1610001;
NLWKN;WeMu_W_1;WesermÃ¼ndung;8.3816_53.666;FALSE;WeMu_W_1;WeMu_W_1;Wesermuendung;
Schlesswig-Holstein;eu_Ausseneider;AuÃŸeneider;8.3833_54.2217;FALSE;GE_Aueneider;GE_Aueneider;Ausseneider, Tonne 29;
IMR;eu_M195;M195;8.39_57.83;FALSE;NA;M195;M195;
Schlesswig-Holstein;eu_Sudl. Amrum;SÃ¼dl. Amrum;8.3917_54.5917;FALSE;GE_Sdl_Amrum;GE_Sdl_Amrum;Suedl. Amrum;
Schlesswig-Holstein;eu_Sudl. Amrum;SÃ¼dl. Amrum;8.3917_54.5917;TRUE;220006;GE_Sdl_Amrum;Suedl. Amrum;
IMR;eu_M156;M156;8.41_57.47;FALSE;NA;M156;M156;
IMR;eu_M158;M158;8.41_57.49;FALSE;NA;M158;M158;
Danish MSFD database;eu_RIB1610009;RIB1610009;8.4118_55.452;FALSE;NA;RIB1610009;RIB1610009;
Danish MSFD database;eu_VIB3702-00001;VIB3702-00001;8.4148_56.6008;FALSE;NA;VIB3702-00001;VIB3702-00001;
Danish MSFD database;eu_RIB1610006;RIB1610006;8.4203_55.4787;FALSE;NA;RIB1610006;RIB1610006;
Danish MSFD database;eu_RIB1610008;RIB1610008;8.4215_55.4638;FALSE;NA;RIB1610008;RIB1610008;
RBINS;eu_C1002_GKSS;C1002_GKSS;8.4328_53.99;FALSE;NA;C1002_GKSS;C1002_GKSS;
Schlesswig-Holstein;eu_Hornumtief;HÃ¶rnumtief;8.4417_54.7883;FALSE;GE_Hrnumtief;GE_Hrnumtief;Hoernumtief;
IMR;eu_M148;M148;8.45_57.39;FALSE;NA;M148;M148;
RBINS;eu_C0902_GKSS;C0902_GKSS;8.4575_53.9876;FALSE;NA;C0902_GKSS;C0902_GKSS;
RBINS;eu_C0702_GKSS;C0702_GKSS;8.4578_53.9874;FALSE;NA;C0702_GKSS;C0702_GKSS;
Danish MSFD database;eu_RIB1610010;RIB1610010;8.4615_55.4483;FALSE;NA;RIB1610010;RIB1610010;
Schlesswig-Holstein;eu_Suderpiep;SÃ¼derpiep;8.4617_54.1083;FALSE;GE_Sderpiep;GE_Sderpiep;Suederpiep;
Schlesswig-Holstein;eu_Suderpiep;SÃ¼derpiep;8.4617_54.1083;TRUE;220052_S;GE_Sderpiep;Suederpiep;
NLWKN;WuKu_W_1;Wurster Watt;8.4628_53.7795;FALSE;WuKu_W_1;WuKu_W_1;Wurster Watt;
IMR;eu_M149;M149;8.47_57.39;FALSE;NA;M149;M149;
IMR;eu_M151;M151;8.47_57.41;FALSE;NA;M151;M151;
IMR;eu_M242;M242;8.47_58.13;FALSE;NA;M242;M242;
Danish MSFD database;eu_SJY1;SJY1;8.4733_55.0533;FALSE;NA;SJY1;SJY1;
Schlesswig-Holstein;eu_Elbe vor Scharhorn;Elbe vor ScharhÃ¶rn;8.475_53.9833;FALSE;GE_Elbe_vor_Scharhî•–n;GE_Elbe_vor_Scharhorn;Elbe vor Scharhorn;
Schlesswig-Holstein;eu_Romo Dyb, Tonne G1;RÃ¶mÃ¶ Dyb, Tonne G1;8.475_55.055;FALSE;GE_Rm_Dyb_Tonne_G1;GE_Rm_Dyb_Tonne_G1;Romo Dyb, Tonne G1;
RBINS;eu_E1341_GKSS;E1341_GKSS;8.476_53.978;FALSE;NA;E1341_GKSS;E1341_GKSS;
RBINS;eu_C0301_GKSS;C0301_GKSS;8.4891_53.988;FALSE;NA;C0301_GKSS;C0301_GKSS;
IMR;eu_M142;M142;8.49_57.31;FALSE;NA;M142;M142;
Schlesswig-Holstein;eu_St. Peter / Eider;St. Peter / Eider;8.495_54.2433;FALSE;St._Peter_Eider;St._Peter_Eider;St. Peter / Eider;
Danish MSFD database;eu_RIB1610011;RIB1610011;8.4957_55.4375;FALSE;NA;RIB1610011;RIB1610011;
Schlesswig-Holstein;eu_Hojer Dyb;HÃ¶jer Dyb;8.4967_55.0067;FALSE;GE_Hjer_Dyb;GE_Hjer_Dyb;Huejer Dyb;
RBINS;eu_C1102_GKSS;C1102_GKSS;8.4969_53.9885;FALSE;NA;C1102_GKSS;C1102_GKSS;
RBINS;eu_C0802_GKSS;C0802_GKSS;8.507_53.9897;FALSE;NA;C0802_GKSS;C0802_GKSS;
IMR;eu_M143;M143;8.51_57.31;FALSE;NA;M143;M143;
Schlesswig-Holstein;eu_Westerhever;Westerhever;8.5117_54.375;FALSE;GE_Westerhever;GE_Westerhever;Westerhever;
IMR;eu_M249;M249;8.53_58.17;FALSE;NA;M249;M249;
Danish MSFD database;eu_RIB1620014;RIB1620014;8.549_55.337;FALSE;NA;RIB1620014;RIB1620014;
Schlesswig-Holstein;eu_Sudl. Suderoogsand;SÃ¼dl. SÃ¼deroogsand;8.55_54.425;FALSE;GE_Sdl_Sderoogsand;GE_Sdl_Sderoogsand;Suedl. Suederoogsand;
IMR;eu_M137;M137;8.55_57.23;FALSE;NA;M137;M137;
Danish MSFD database;eu_VIB3704-00003;VIB3704-00003;8.5612_56.5803;FALSE;NA;VIB3704-00003;VIB3704-00003;
Danish MSFD database;eu_RIB1620012;RIB1620012;8.5663_55.3712;FALSE;NA;RIB1620012;RIB1620012;
RBINS;eu_C1001_GKSS;C1001_GKSS;8.5682_53.9863;FALSE;NA;C1001_GKSS;C1001_GKSS;
IMR;eu_M250;M250;8.57_58.17;FALSE;NA;M250;M250;
Danish MSFD database;eu_RIB1630016;RIB1630016;8.5712_55.2647;FALSE;NA;RIB1630016;RIB1630016;
Danish MSFD database;eu_SJY3;SJY3;8.5764_55.0939;FALSE;NA;SJY3;SJY3;
Schlesswig-Holstein;eu_Wyk / Norderaue;Wyk / Norderaue;8.5767_54.67;FALSE;GE_Wyk_Norderaue;GE_Wyk_Norderaue;Wyk / Norderaue;
Danish MSFD database;eu_VIB2300-23100;VIB2300-23100;8.5833_57.1333;FALSE;NA;VIB2300-23100;VIB2300-23100;
IMR;eu_M259;M259;8.59_58.23;FALSE;NA;M259;M259;
RBINS;eu_C0701_GKSS;C0701_GKSS;8.5925_53.9807;FALSE;NA;C0701_GKSS;C0701_GKSS;
Schlesswig-Holstein;eu_Eider, westl. Fiegenplate;Eider, westl. Fiegenplate;8.6_54.2277;FALSE;220017;GE_Eider_WFIEGEN;Eider, westl. Fiegenplate;
RBINS;eu_C0901_GKSS;C0901_GKSS;8.6069_53.9764;FALSE;NA;C0901_GKSS;C0901_GKSS;
RBINS;eu_C0801_GKSS;C0801_GKSS;8.6172_53.972;FALSE;NA;C0801_GKSS;C0801_GKSS;
PML;pml_15;station15;-8.63_49.57;FALSE;NA;pml_15;station15;
RBINS;eu_C1101_GKSS;C1101_GKSS;8.633_53.965;FALSE;NA;C1101_GKSS;C1101_GKSS;
Schlesswig-Holstein;eu_Eider, Tonne 15;Eider, Tonne 15;8.65_54.2213;FALSE;GE_Eider_Tonne_15;GE_Eider_Tonne_15;Eider, Tonne 15;
Schlesswig-Holstein;eu_Norderelbe;Norderelbe;8.6683_54.0017;FALSE;GE_Norderelbe;GE_Norderelbe;Norderelbe;
Schlesswig-Holstein;eu_Norderelbe;Norderelbe;8.6683_54.0017;TRUE;220065;GE_Norderelbe;Norderelbe;
Danish MSFD database;eu_VIB3720-00001;VIB3720-00001;8.6743_56.5232;FALSE;NA;VIB3720-00001;VIB3720-00001;
Schlesswig-Holstein;eu_Ausseneider, Tonne 29;AuÃŸeneider, Tonne 29;8.6917_54.265;FALSE;NA;Ausseneider_Tonne29;Ausseneider, Tonne 29;
Danish MSFD database;eu_VIB3705-00001;VIB3705-00001;8.7063_56.6567;FALSE;NA;VIB3705-00001;VIB3705-00001;
Schlesswig-Holstein;eu_Pellworm / Norderhever;Pellworm / Norderhever;8.7233_54.495;FALSE;GE_Pellworm_Norderhever;GE_Pellworm_Norderhever;Pellworm / Norderhever;
Danish MSFD database;eu_VIB3723-00001;VIB3723-00001;8.7375_56.92;FALSE;NA;VIB3723-00001;VIB3723-00001;
IMR;eu_M282;M282;8.77_58.39;FALSE;NA;M282;M282;
IMR;eu_M283;M283;8.81_58.39;FALSE;NA;M283;M283;
IMR;eu_M284;M284;8.83_58.39;FALSE;NA;M284;M284;
Schlesswig-Holstein;eu_Nordstand / Heverstrom;Nordstand / Heverstrom;8.85_54.4267;FALSE;GE_Nordstand_Heverstrom;GE_Nordstand_Heverstrom;Nordstand / Heverstrom;
Schlesswig-Holstein;eu_Busum;BÃ¼sum;8.855_54.1167;FALSE;GE_Bsum;GE_Bsum;Basum;
Schlesswig-Holstein;eu_Busum;BÃ¼sum;8.855_54.1167;TRUE;220052_B;GE_Bsum;Basum;
RBINS;eu_CCCC_8;CCCC_8;-8.8833_48.4933;FALSE;NA;CCCC_8;CCCC_8;
IMR;eu_M279;M279;8.89_58.33;FALSE;NA;M279;M279;
IMR;eu_M272;M272;8.97_58.27;FALSE;NA;M272;M272;
IMR;eu_M273;M273;8.99_58.27;FALSE;NA;M273;M273;
RBINS;eu_BW3;BW3;8_54;FALSE;NA;BW3;BW3;
Danish MSFD database;eu_VIB3708-00001;VIB3708-00001;9.0625_56.954;FALSE;NA;VIB3708-00001;VIB3708-00001;
Danish MSFD database;eu_VIB3727-00001;VIB3727-00001;9.0758_56.6208;FALSE;NA;VIB3727-00001;VIB3727-00001;
IMR;eu_M252;M252;9.09_58.19;FALSE;NA;M252;M252;
IMR;eu_M256;M256;9.09_58.21;FALSE;NA;M256;M256;
Danish MSFD database;eu_VIB3726-00001;VIB3726-00001;9.1693_56.7495;FALSE;NA;VIB3726-00001;VIB3726-00001;
IMR;eu_M243;M243;9.17_58.13;FALSE;NA;M243;M243;
IMR;eu_M244;M244;9.19_58.13;FALSE;NA;M244;M244;
IMR;eu_M245;M245;9.19_58.15;FALSE;NA;M245;M245;
Danish MSFD database;eu_VIB3728-00001;VIB3728-00001;9.2445_56.6608;FALSE;NA;VIB3728-00001;VIB3728-00001;
IMR;eu_M297;M297;9.25_58.73;FALSE;NA;M297;M297;
Danish MSFD database;eu_VIB3709-00001;VIB3709-00001;9.2533_56.9708;FALSE;NA;VIB3709-00001;VIB3709-00001;
IMR;eu_M238;M238;9.27_58.07;FALSE;NA;M238;M238;
Danish MSFD database;eu_VIB3729-00001;VIB3729-00001;9.2925_56.5958;FALSE;NA;VIB3729-00001;VIB3729-00001;
PML;pml_76;11.0;-9.306_48.343;FALSE;NA;pml_76;11.0;X
PML;pml_81;16.0;-9.306_48.343;TRUE;NA;pml_81;16.0;X
PML;pml_57;3.0;-9.309_48.346;FALSE;NA;pml_57;3.0;
PML;pml_39;station39;-9.3152_47.2434;FALSE;NA;pml_39;station39;
IMR;eu_M223;M223;9.35_57.99;FALSE;NA;M223;M223;
IMR;eu_M231;M231;9.35_58.01;FALSE;NA;M231;M231;
PML;pml_77;12.0;-9.365_48.227;FALSE;NA;pml_77;12.0;
PML;pml_56;2.0;-9.436_48.203;FALSE;NA;pml_56;2.0;
IMR;eu_M211;M211;9.45_57.93;FALSE;NA;M211;M211;
IMR;eu_M304;M304;9.45_58.85;FALSE;NA;M304;M304;
PML;pml_71;6.0;-9.514_48.264;FALSE;NA;pml_71;6.0;
PML;pml_70;5.0;-9.527_48.253;FALSE;NA;pml_70;5.0;
PML;pml_69;4.0;-9.541_48.24;FALSE;NA;pml_69;4.0;
PML;pml_68;3.0;-9.549_48.233;FALSE;NA;pml_68;3.0;
Danish MSFD database;eu_NOR1106;NOR1106;9.5585_57.2663;FALSE;NA;NOR1106;NOR1106;
IMR;eu_M200;M200;9.57_57.85;FALSE;NA;M200;M200;
Danish MSFD database;eu_NOR1102;NOR1102;9.5745_57.2582;FALSE;NA;NOR1102;NOR1102;
IMR;eu_M334;M334;9.61_59.09;FALSE;NA;M334;M334;
IMR;eu_M340;M340;9.61_59.11;FALSE;NA;M340;M340;
Danish MSFD database;eu_VIB3711-00001;VIB3711-00001;9.6292_57.035;FALSE;NA;VIB3711-00001;VIB3711-00001;
IMR;eu_M189;M189;9.67_57.79;FALSE;NA;M189;M189;
IMR;eu_M193;M193;9.67_57.81;FALSE;NA;M193;M193;
IMR;eu_M335;M335;9.69_59.09;FALSE;NA;M335;M335;
PML;pml_2;station2;-9.7_48.45;FALSE;NA;pml_2;station2;
IMR;eu_M336;M336;9.71_59.09;FALSE;NA;M336;M336;
IMR;eu_VT65;VT65;9.7232_59.0391;FALSE;NA;VT65;VT65;X
IMR;eu_VT67;VT67;9.7232_59.0391;TRUE;NA;VT67;VT67;X
IMR;eu_M323;M323;9.73_59.01;FALSE;NA;M323;M323;
IMR;eu_M329;M329;9.75_59.03;FALSE;NA;M329;M329;
IMR;eu_M181;M181;9.77_57.71;FALSE;NA;M181;M181;
IMR;eu_M314;M314;9.79_58.95;FALSE;NA;M314;M314;
PML;pml_80;15.0;-9.794_48.625;FALSE;NA;pml_80;15.0;
IMR;eu_VT66;VT66;9.7968_59.0227;FALSE;NA;VT66;VT66;
IMR;eu_M315;M315;9.81_58.95;FALSE;NA;M315;M315;
IMR;eu_M169;M169;9.87_57.63;FALSE;NA;M169;M169;
RBINS;eu_ST4-HF-J99;ST4-HF-J99;9.9439_55.8468;FALSE;NA;ST4-HF-J99;ST4-HF-J99;
RBINS;eu_ST5-HF-S99;ST5-HF-S99;9.9471_55.8563;FALSE;NA;ST5-HF-S99;ST5-HF-S99;
RBINS;eu_ST1-HF98;ST1-HF98;9.9571_55.85;FALSE;NA;ST1-HF98;ST1-HF98;
Danish MSFD database;eu_NOR5503;NOR5503;9.9737_56.6627;FALSE;NA;NOR5503;NOR5503;
RBINS;eu_CCCC_11;CCCC_11;-9.9833_48.9993;FALSE;NA;CCCC_11;CCCC_11;
