data_owner;location_code;location_name;xy;dups;modelNames;station_name;descriptive_name;What to do?
RBINS;eu_R0139_GKSS;R0139_GKSS;7.102_53.8117;FALSE;NA;R0139_GKSS;R0139_GKSS;
RBINS;eu_R0128_GKSS;R0128_GKSS;7.108_54.5498;FALSE;NA;R0128_GKSS;R0128_GKSS;
Rijkswaterstaat;EMDVWTR;Emden vaarwater;7.1087_53.3308;TRUE;EMDVWTR;EMDVWTR;Emden vaarwater;
Rijkswaterstaat;donar_EMDVWTR;EMDVWTR;7.1087_53.3308;FALSE;EMDVWTR;EMDVWTR;Emden vaarwater;
IMR;eu_M136;M136;7.11_57.21;FALSE;NA;M136;M136;
RBINS;eu_C6098000;C6098000;7.123_53.9595;FALSE;NA;C6098000;C6098000;
NLWKN;Nney_W_1;Norderneyer Seegat;7.1326_53.7031;FALSE;NA;Nney_W_1;Norderneyer Seegat;
PML;pml_73;8.0;-7.137_50.252;FALSE;NA;pml_73;8.0;
RBINS;eu_E1312_GKSS;E1312_GKSS;7.1468_54.5347;FALSE;NA;E1312_GKSS;E1312_GKSS;
NLWKN;Nord_W_1 *;Norddeich*;7.1527_53.6246;FALSE;NA;Nord_W_1_*;Norddeich*;
Rijkswaterstaat;GROOTGND;Groote Gat noord;7.1567_53.3043;TRUE;GROOTGTND;GROOTGND;Groote Gat noord;
Rijkswaterstaat;donar_GROOTGND;GROOTGND;7.1567_53.3043;TRUE;GROOTGTND;GROOTGND;Groote Gat zuid;
Rijkswaterstaat;donar_GROOTGND;GROOTGND;7.1567_53.3043;TRUE;GROOTGND;GROOTGND;Groote Gat noord;
Rijkswaterstaat;GROOTGND;Groote Gat noord;7.1567_53.3043;FALSE;GROOTGND;GROOTGND;Groote Gat noord;
Rijkswaterstaat;donar_GROOTGZD;GROOTGZD;7.1636_53.2778;TRUE;GROOTGZD;GROOTGZD;Groote Gat zuid;
Rijkswaterstaat;GROOTGZD;Groote Gat zuid;7.1636_53.2778;FALSE;GROOTGZD;GROOTGZD;Groote Gat zuid;
NLWKN;Nney_W_2;Norderney (HW);7.1651_53.697;FALSE;NA;Nney_W_2;Norderney (HW);X
NLWKN;Nney_W_3;Norderney (NW);7.1651_53.697;TRUE;NA;Nney_W_3;Norderney (NW);X
IMR;eu_M54;M54;7.17_56.99;FALSE;NA;M54;M54;
Rijkswaterstaat;NIEUWSTZBTN;Nieuwe Statenzijl buiten;7.1754_53.2543;FALSE;NA;NIEUWSTZBTN;Nieuwe Statenzijl buiten;
RBINS;eu_C6099000;C6099000;7.1976_53.8883;FALSE;NA;C6099000;C6099000;
RBINS;eu_C6100000;C6100000;7.2154_53.8243;FALSE;NA;C6100000;C6100000;
RBINS;eu_C6101000;C6101000;7.2387_53.7752;FALSE;NA;C6101000;C6101000;
RBINS;eu_R0109_GKSS;R0109_GKSS;7.2458_54.293;FALSE;NA;R0109_GKSS;R0109_GKSS;
IMR;eu_M145;M145;7.25_57.35;FALSE;NA;M145;M145;
IMR;eu_M155;M155;7.25_57.43;FALSE;NA;M155;M155;
IMR;eu_M161;M161;7.25_57.51;FALSE;NA;M161;M161;
IMR;eu_M166;M166;7.25_57.59;FALSE;NA;M166;M166;
IMR;eu_M179;M179;7.25_57.69;FALSE;NA;M179;M179;
IMR;eu_M188;M188;7.25_57.79;FALSE;NA;M188;M188;
IMR;eu_M203;M203;7.25_57.89;FALSE;NA;M203;M203;
IMR;eu_M213;M213;7.25_57.95;FALSE;NA;M213;M213;
RBINS;eu_R0143_GKSS;R0143_GKSS;7.2577_54.0065;FALSE;NA;R0143_GKSS;R0143_GKSS;
RBINS;eu_CCCC_4;CCCC_4;-7.2667_47.4;FALSE;NA;CCCC_4;CCCC_4;
RBINS;eu_E1334_GKSS;E1334_GKSS;7.303_53.785;FALSE;NA;E1334_GKSS;E1334_GKSS;
RBINS;eu_E1326_GKSS;E1326_GKSS;7.3075_56.4963;FALSE;NA;E1326_GKSS;E1326_GKSS;
RBINS;eu_E1327_GKSS;E1327_GKSS;7.328_55.505;FALSE;NA;E1327_GKSS;E1327_GKSS;
IMR;eu_M55;M55;7.35_56.99;FALSE;M55;M55;M55;
IMR;eu_M102;M102;7.35_57.01;FALSE;NA;M102;M102;
RBINS;eu_E1311_GKSS;E1311_GKSS;7.383_54.403;FALSE;NA;E1311_GKSS;E1311_GKSS;
RBINS;eu_BW5;BW5;7.4_54.1083;FALSE;NA;BW5;BW5;
RBINS;eu_H0801;H0801;7.4123_54.1179;FALSE;NA;H0801;H0801;
RBINS;eu_LN8;LN8;7.4167_53.9167;FALSE;NA;LN8;LN8;
NLWKN;Balt_W_1;Accumer Ee;7.4408_53.7318;FALSE;NA;Balt_W_1;Balt_W_1;
PML;pml_58;4.0;-7.446_50.155;FALSE;NA;pml_58;4.0;
RBINS;eu_E1335_GKSS;E1335_GKSS;7.4463_53.7892;FALSE;NA;E1335_GKSS;E1335_GKSS;
RBINS;eu_C6097000;C6097000;7.4495_54.0256;FALSE;NA;C6097000;C6097000;
RBINS;eu_C6094000;C6094000;7.464_53.8034;FALSE;NA;C6094000;C6094000;
RBINS;eu_C6096000;C6096000;7.4864_53.9619;FALSE;NA;C6096000;C6096000;
IMR;eu_M103;M103;7.49_57.01;FALSE;NA;M103;M103;
RBINS;eu_C5053000;C5053000;7.4967_54.3333;FALSE;NA;C5053000;C5053000;
RBINS;eu_R0127_GKSS;R0127_GKSS;7.5105_54.4132;FALSE;NA;R0127_GKSS;R0127_GKSS;
RBINS;eu_C6095000;C6095000;7.5124_53.8774;FALSE;NA;C6095000;C6095000;
RBINS;eu_R0108_GKSS;R0108_GKSS;7.5168_54.2835;FALSE;NA;R0108_GKSS;R0108_GKSS;
RBINS;eu_R0119_GKSS;R0119_GKSS;7.5217_55.4073;FALSE;NA;R0119_GKSS;R0119_GKSS;
RBINS;eu_R0142_GKSS;R0142_GKSS;7.544_54.029;FALSE;NA;R0142_GKSS;R0142_GKSS;
IMR;eu_M130;M130;7.55_57.15;FALSE;NA;M130;M130;
RBINS;eu_H0802;H0802;7.5847_54.1153;FALSE;NA;H0802;H0802;
RBINS;eu_C5054000;C5054000;7.5983_54.2817;FALSE;NA;C5054000;C5054000;
RBINS;eu_E1310_GKSS;E1310_GKSS;7.632_54.2807;FALSE;NA;E1310_GKSS;E1310_GKSS;
RBINS;eu_E1336_GKSS;E1336_GKSS;7.6448_53.8147;FALSE;NA;E1336_GKSS;E1336_GKSS;
RBINS;eu_C6090000;C6090000;7.6449_54.0375;FALSE;NA;C6090000;C6090000;
IMR;eu_M56;M56;7.65_56.99;FALSE;NA;M56;M56;
IMR;eu_M104;M104;7.65_57.01;FALSE;NA;M104;M104;
RBINS;eu_C6091000;C6091000;7.6731_53.9583;FALSE;NA;C6091000;C6091000;
RBINS;eu_E1337_GKSS;E1337_GKSS;7.694_53.822;FALSE;NA;E1337_GKSS;E1337_GKSS;
RBINS;eu_C5055000;C5055000;7.6983_54.2667;FALSE;NA;C5055000;C5055000;
Schlesswig-Holstein;eu_Helgo 5;Helgo 5;7.7_54.2483;FALSE;GE_Helgo_5;GE_Helgo_5;Helgo 5;
RBINS;eu_C6092000;C6092000;7.7103_53.8864;FALSE;NA;C6092000;C6092000;
RBINS;eu_C6093000;C6093000;7.7156_53.8339;FALSE;NA;C6093000;C6093000;
RBINS;eu_E1308_GKSS;E1308_GKSS;7.7598_54.2857;FALSE;NA;E1308_GKSS;E1308_GKSS;
RBINS;eu_E1338_GKSS;E1338_GKSS;7.7685_53.9988;FALSE;NA;E1338_GKSS;E1338_GKSS;
RBINS;eu_R0107_GKSS;R0107_GKSS;7.7885_54.286;FALSE;NA;R0107_GKSS;R0107_GKSS;
IMR;eu_M105;M105;7.79_57.01;FALSE;NA;M105;M105;
RBINS;eu_E1303_GKSS;E1303_GKSS;7.798_54.166;FALSE;NA;E1303_GKSS;E1303_GKSS;
Schlesswig-Holstein;eu_Helgo 4;Helgo 4;7.8_54.2467;FALSE;GE_Helgo_4;GE_Helgo_4;Helgo 4;
RBINS;eu_R0141_GKSS;R0141_GKSS;7.8113_54.0515;FALSE;NA;R0141_GKSS;R0141_GKSS;
NLWKN;Spog_W_2;Harle;7.8274_53.7801;FALSE;NA;Spog_W_2;Harle;
RBINS;eu_R0125_GKSS;R0125_GKSS;7.8292_54.5465;FALSE;NA;R0125_GKSS;R0125_GKSS;
RBINS;eu_R0124_GKSS;R0124_GKSS;7.83_54.7125;FALSE;NA;R0124_GKSS;R0124_GKSS;
RBINS;eu_C6102000;C6102000;7.8309_53.8415;FALSE;NA;C6102000;C6102000;
RBINS;eu_R0123_GKSS;R0123_GKSS;7.8318_54.8812;FALSE;NA;R0123_GKSS;R0123_GKSS;
RBINS;eu_R0120_GKSS;R0120_GKSS;7.832_55.393;FALSE;NA;R0120_GKSS;R0120_GKSS;
RBINS;eu_R0121_GKSS;R0121_GKSS;7.8333_55.191;FALSE;NA;R0121_GKSS;R0121_GKSS;
RBINS;eu_R0122_GKSS;R0122_GKSS;7.8337_55.0448;FALSE;NA;R0122_GKSS;R0122_GKSS;
RBINS;eu_R0126_GKSS;R0126_GKSS;7.8342_54.3792;FALSE;NA;R0126_GKSS;R0126_GKSS;
RBINS;eu_C6086000;C6086000;7.8436_53.8661;FALSE;NA;C6086000;C6086000;
RBINS;eu_H2101;H2101;7.8553_54.209;FALSE;NA;H2101;H2101;
RBINS;eu_H1002;H1002;7.8682_54.1938;FALSE;NA;H1002;H1002;
RBINS;eu_H0901;H0901;7.8746_54.1939;FALSE;NA;H0901;H0901;
RBINS;eu_H2102;H2102;7.8764_54.1982;FALSE;NA;H2102;H2102;
RBINS;eu_H0402;H0402;7.8781_54.1991;FALSE;NA;H0402;H0402;
RBINS;eu_H0502;H0502;7.8795_54.1942;FALSE;NA;H0502;H0502;X
RBINS;eu_H0503;H0503;7.8795_54.1942;TRUE;NA;H0503;H0503;X
RBINS;eu_H0803;H0803;7.8808_54.1168;FALSE;NA;H0803;H0803;
RBINS;eu_H0401;H0401;7.8816_54.1969;FALSE;NA;H0401;H0401;
RBINS;eu_H1101;H1101;7.8845_54.1712;FALSE;NA;H1101;H1101;X
RBINS;eu_H1102;H1102;7.8845_54.1712;TRUE;NA;H1102;H1102;X
RBINS;eu_H1201;H1201;7.8851_54.1938;FALSE;NA;H1201;H1201;
RBINS;eu_H0902;H0902;7.8853_54.1906;FALSE;NA;H0902;H0902;
RBINS;eu_C6085000;C6085000;7.888_53.8259;FALSE;NA;C6085000;C6085000;
RBINS;eu_C6087000;C6087000;7.8888_53.8983;FALSE;NA;C6087000;C6087000;
RBINS;eu_H1712;H1712;7.8906_54.1885;FALSE;NA;H1712;H1712;
RBINS;eu_S02;S02;7.8942_54.1521;FALSE;NA;S02;S02;
RBINS;eu_H1301;H1301;7.896_54.1538;FALSE;NA;H1301;H1301;
RBINS;eu_H0102;H0102;7.896_54.171;FALSE;NA;H0102;H0102;X
RBINS;eu_H0103;H0103;7.896_54.171;TRUE;NA;H0103;H0103;X
RBINS;eu_H0501;H0501;7.896_54.171;TRUE;NA;H0501;H0501;X
RBINS;eu_H1001;H1001;7.897_54.171;FALSE;NA;H1001;H1001;X
RBINS;eu_H0701;H0701;7.897_54.1711;FALSE;NA;H0701;H0701;
RBINS;eu_H0301;H0301;7.8975_54.1711;FALSE;NA;H0301;H0301;
RBINS;eu_H0601;H0601;7.8978_54.1712;FALSE;NA;H0601;H0601;
RBINS;eu_H1709;H1709;7.8986_54.1404;FALSE;NA;H1709;H1709;
RBINS;eu_H0202;H0202;7.8989_54.159;FALSE;NA;H0202;H0202;
RBINS;eu_H1707;H1707;7.899_54.17;FALSE;NA;H1707;H1707;
RBINS;eu_H1708;H1708;7.8994_54.1425;FALSE;NA;H1708;H1708;
RBINS;eu_H1501;H1501;7.8995_54.1407;FALSE;NA;H1501;H1501;
RBINS;eu_H1710;H1710;7.8998_54.1534;FALSE;NA;H1710;H1710;
RBINS;eu_H1703;H1703;7.8998_54.1602;FALSE;NA;H1703;H1703;
RBINS;eu_H1601;H1601;7.8999_54.1429;FALSE;NA;H1601;H1601;
Schlesswig-Holstein;eu_Helgoland Rede;Helgoland Rede;7.9_54.1883;FALSE;NA;Helgoland_Rede;Helgoland_Rede;
RBINS;eu_H0204;H0204;7.9001_54.1421;FALSE;NA;H0204;H0204;
RBINS;eu_H0302;H0302;7.9001_54.16;FALSE;NA;H0302;H0302;
RBINS;eu_H0703;H0703;7.9001_54.1602;FALSE;NA;H0703;H0703;
RBINS;eu_H1402;H1402;7.9003_54.1696;FALSE;NA;H1402;H1402;
RBINS;eu_H0203;H0203;7.9006_54.1539;FALSE;NA;H0203;H0203;
RBINS;eu_H1701;H1701;7.9007_54.1408;FALSE;NA;H1701;H1701;
RBINS;eu_H1706;H1706;7.9007_54.1718;FALSE;NA;H1706;H1706;
RBINS;eu_H0603;H0603;7.9009_54.1709;FALSE;NA;H0603;H0603;
RBINS;eu_E1302_GKSS;E1302_GKSS;7.901_54.098;FALSE;NA;E1302_GKSS;E1302_GKSS;
RBINS;eu_E1339_GKSS;E1339_GKSS;7.902_54.132;FALSE;NA;E1339_GKSS;E1339_GKSS;
RBINS;eu_H1702;H1702;7.9026_54.1535;FALSE;NA;H1702;H1702;
RBINS;eu_H0101;H0101;7.9032_54.17;FALSE;NA;H0101;H0101;X
RBINS;eu_H0602;H0602;7.9032_54.17;TRUE;NA;H0602;H0602;X
RBINS;eu_H1704;H1704;7.9034_54.1457;FALSE;NA;H1704;H1704;
RBINS;eu_H1401;H1401;7.9044_54.1663;FALSE;NA;H1401;H1401;
RBINS;eu_H0702;H0702;7.9047_54.1711;FALSE;NA;H0702;H0702;
RBINS;eu_H1302;H1302;7.905_54.1588;FALSE;NA;H1302;H1302;
RBINS;eu_C0204_GKSS;C0204_GKSS;7.905_54.165;FALSE;NA;C0204_GKSS;C0204_GKSS;
RBINS;eu_H1303;H1303;7.9052_54.1505;FALSE;NA;H1303;H1303;
RBINS;eu_H1602;H1602;7.9078_54.1576;FALSE;NA;H1602;H1602;
RBINS;eu_H1503;H1503;7.9089_54.1609;FALSE;NA;H1503;H1503;
RBINS;eu_H1711;H1711;7.909_54.1534;FALSE;NA;H1711;H1711;
RBINS;eu_C1006_GKSS;C1006_GKSS;7.9093_54.1543;FALSE;NA;C1006_GKSS;C1006_GKSS;
RBINS;eu_H1603;H1603;7.912_54.1624;FALSE;NA;H1603;H1603;
RBINS;eu_H0201;H0201;7.9127_54.171;FALSE;NA;H0201;H0201;
RBINS;eu_C0906_GKSS;C0906_GKSS;7.9182_54.1505;FALSE;NA;C0906_GKSS;C0906_GKSS;
RBINS;eu_E1307_GKSS;E1307_GKSS;7.921_54.285;FALSE;NA;E1307_GKSS;E1307_GKSS;
RBINS;eu_C6089000;C6089000;7.9224_53.9941;FALSE;NA;C6089000;C6089000;
RBINS;eu_C6103000;C6103000;7.9305_53.8521;FALSE;NA;C6103000;C6103000;
RBINS;eu_R0104_GKSS;R0104_GKSS;7.9328_54.1087;FALSE;NA;R0104_GKSS;R0104_GKSS;
RBINS;eu_H1705;H1705;7.9341_54.1846;FALSE;NA;H1705;H1705;
RBINS;eu_E1301_GKSS;E1301_GKSS;7.936_53.918;FALSE;NA;E1301_GKSS;E1301_GKSS;
RBINS;eu_C0106_GKSS;C0106_GKSS;7.9417_54.1436;FALSE;NA;C0106_GKSS;C0106_GKSS;
Schlesswig-Holstein;eu_Helgo 3;Helgo 3;7.95_54.2358;FALSE;GE_Helgo_3;GE_Helgo_3;Helgo 3;
RBINS;eu_C5056000;C5056000;7.95_54.2667;FALSE;NA;C5056000;C5056000;
IMR;eu_M57;M57;7.95_56.99;FALSE;M57;M57;M57;
IMR;eu_M106;M106;7.95_57.01;FALSE;NA;M106;M106;
RBINS;eu_C0306_GKSS;C0306_GKSS;7.9611_54.1346;FALSE;NA;C0306_GKSS;C0306_GKSS;
RBINS;eu_C6120000;C6120000;7.9658_53.8633;FALSE;NA;C6120000;C6120000;
IMR;eu_M107;M107;7.97_57.01;FALSE;NA;M107;M107;
RBINS;eu_C0706_GKSS;C0706_GKSS;7.9876_54.127;FALSE;NA;C0706_GKSS;C0706_GKSS;
RBINS;eu_C0905_GKSS;C0905_GKSS;7.9911_54.1212;FALSE;NA;C0905_GKSS;C0905_GKSS;
RBINS;eu_C0105_GKSS;C0105_GKSS;7.9933_54.1199;FALSE;NA;C0105_GKSS;C0105_GKSS;
RBINS;eu_C6119000;C6119000;8.0041_53.8993;FALSE;NA;C6119000;C6119000;
RBINS;eu_C6088000;C6088000;8.0061_53.9494;FALSE;NA;C6088000;C6088000;
RBINS;eu_C6118000;C6118000;8.0096_53.9301;FALSE;NA;C6118000;C6118000;
RBINS;eu_C6104000;C6104000;8.0236_53.8542;FALSE;NA;C6104000;C6104000;
RBINS;eu_C0305_GKSS;C0305_GKSS;8.03_54.1019;FALSE;NA;C0305_GKSS;C0305_GKSS;
IMR;eu_M133;M133;8.03_57.17;FALSE;NA;M133;M133;
RBINS;eu_C1005_GKSS;C1005_GKSS;8.0313_54.1041;FALSE;NA;C1005_GKSS;C1005_GKSS;
RBINS;eu_C0104_GKSS;C0104_GKSS;8.0333_54.0942;FALSE;NA;C0104_GKSS;C0104_GKSS;
RBINS;eu_E1306_GKSS;E1306_GKSS;8.045_54.2855;FALSE;NA;E1306_GKSS;E1306_GKSS;
RBINS;eu_R0103_GKSS;R0103_GKSS;8.0517_53.8945;FALSE;NA;R0103_GKSS;R0103_GKSS;
RBINS;eu_H0804;H0804;8.0535_54.1155;FALSE;NA;H0804;H0804;
RBINS;eu_C1106_GKSS;C1106_GKSS;8.0566_54.0978;FALSE;NA;C1106_GKSS;C1106_GKSS;
NLWKN;AuWe_W_2;AuÃŸenweser, Lt. Roter Sand;8.0591_53.8468;FALSE;NA;AuWe_W_2;Aussenweser, Lt. Roter Sand;
NLWKN;Jade_W_1;Jade, HÃ¶he Alte Mellum;8.0621_53.7204;FALSE;NA;Jade_W_1;Jade, Hohe Alte Mellum;
IMR;eu_M232;M232;8.07_58.03;FALSE;NA;M232;M232;
IMR;eu_M234;M234;8.07_58.05;FALSE;NA;M234;M234;
RBINS;eu_C0203_GKSS;C0203_GKSS;8.075_54.085;FALSE;NA;C0203_GKSS;C0203_GKSS;
RBINS;eu_CCCC_B06;CCCC_B06;-8.0833_47.7333;FALSE;NA;CCCC_B06;CCCC_B06;
RBINS;eu_R0106_GKSS;R0106_GKSS;8.0843_54.2872;FALSE;NA;R0106_GKSS;R0106_GKSS;
RBINS;eu_R0140_GKSS;R0140_GKSS;8.0847_54.0497;FALSE;NA;R0140_GKSS;R0140_GKSS;
IMR;eu_M214;M214;8.09_57.97;FALSE;NA;M214;M214;
IMR;eu_M221;M221;8.09_57.99;FALSE;NA;M221;M221;
IMR;eu_M235;M235;8.09_58.05;FALSE;NA;M235;M235;
RBINS;eu_C0805_GKSS;C0805_GKSS;8.0915_54.081;FALSE;NA;C0805_GKSS;C0805_GKSS;
Schlesswig-Holstein;eu_Helgo 2;Helgo 2;8.1_54.2333;FALSE;GE_Helgo_2;GE_Helgo_2;Helgo 2;
RBINS;eu_C6117000;C6117000;8.1002_53.9645;FALSE;NA;C6117000;C6117000;
RBINS;eu_C6105000;C6105000;8.1074_53.8354;FALSE;NA;C6105000;C6105000;
IMR;eu_M222;M222;8.11_57.99;FALSE;NA;M222;M222;
RBINS;eu_C0705_GKSS;C0705_GKSS;8.1125_54.0796;FALSE;NA;C0705_GKSS;C0705_GKSS;
NLWKN;AuWe_W_1;Alte Weser Turm;8.1157_53.8734;FALSE;NA;AuWe_W_1;Alte Weser Turm;
Schlesswig-Holstein;eu_Westl. List;Westl. List;8.1167_55.0133;FALSE;GE_Westl_List;GE_Westl_List;Westl. List;
Danish MSFD database;eu_RIB1510001;RIB1510001;8.1167_55.5167;FALSE;NA;RIB1510001;RIB1510001;
RBINS;eu_BW1;BW1;8.125_54.0667;FALSE;NA;BW1;BW1;
RBINS;eu_C0904_GKSS;C0904_GKSS;8.1386_54.0653;FALSE;NA;C0904_GKSS;C0904_GKSS;
RBINS;eu_C0304_GKSS;C0304_GKSS;8.1415_54.0558;FALSE;NA;C0304_GKSS;C0304_GKSS;
Danish MSFD database;eu_RIB1410003;RIB1410003;8.1439_55.6801;FALSE;NA;RIB1410003;RIB1410003;
NLWKN;JaBu_W_1;Wilhelmshaven Mole;8.1499_53.5128;FALSE;JaBu_W_1;JaBu_W_1;Wilhelmshaven Mole;
IMR;eu_M208;M208;8.15_57.91;FALSE;NA;M208;M208;
Danish MSFD database;eu_RKB21;RKB21;8.1523_56.3925;FALSE;NA;RKB21;RKB21;
RBINS;eu_C1105_GKSS;C1105_GKSS;8.153_54.0598;FALSE;NA;C1105_GKSS;C1105_GKSS;
NLWKN;Jade_W_2;Jade, HÃ¶he Voslapp;8.1666_53.5943;FALSE;NA;Jade_W_2;Jade, Hohe Voslapp;
RBINS;eu_C0103_GKSS;C0103_GKSS;8.1667_54.0323;FALSE;NA;C0103_GKSS;C0103_GKSS;
RBINS;eu_C1004_GKSS;C1004_GKSS;8.1669_54.053;FALSE;NA;C1004_GKSS;C1004_GKSS;
IMR;eu_M209;M209;8.17_57.91;FALSE;NA;M209;M209;
RBINS;eu_H0805;H0805;8.1788_54.118;FALSE;NA;H0805;H0805;
NLWKN;JaBu_W_2;Jadebusen, Lt. Arngast;8.1819_53.4806;FALSE;NA;JaBu_W_2;Jadebusen, Lt. Arngast;
Schlesswig-Holstein;eu_Vortrapptief;Vortrapptief;8.1833_54.5875;FALSE;GE_Vortrapptief;GE_Vortrapptief;Vortrapptief;
IMR;eu_M108;M108;8.19_57.01;FALSE;NA;M108;M108;
IMR;eu_M157;M157;8.19_57.49;FALSE;NA;M157;M157;
IMR;eu_M198;M198;8.19_57.85;FALSE;NA;M198;M198;
RBINS;eu_C6116000;C6116000;8.199_53.9807;FALSE;NA;C6116000;C6116000;
RBINS;eu_CCCC_B08;CCCC_B08;-8.2083_47.6833;FALSE;NA;CCCC_B08;CCCC_B08;
IMR;eu_M199;M199;8.21_57.85;FALSE;NA;M199;M199;
Danish MSFD database;eu_RKB22;RKB22;8.2107_56.3433;FALSE;NA;RKB22;RKB22;
RBINS;eu_C1104_GKSS;C1104_GKSS;8.2167_54.0372;FALSE;NA;C1104_GKSS;C1104_GKSS;
RBINS;eu_C5058000;C5058000;8.2167_54.1667;FALSE;NA;C5058000;C5058000;
RBINS;eu_C5059000;C5059000;8.2183_54.04;FALSE;NA;C5059000;C5059000;
RBINS;eu_C5057000;C5057000;8.22_54.2667;FALSE;NA;C5057000;C5057000;
Danish MSFD database;eu_RKB59;RKB59;8.2352_56.6935;FALSE;NA;RKB59;RKB59;
RBINS;eu_C0303_GKSS;C0303_GKSS;8.2356_54.0213;FALSE;NA;C0303_GKSS;C0303_GKSS;
RBINS;eu_C0804_GKSS;C0804_GKSS;8.2367_54.0243;FALSE;NA;C0804_GKSS;C0804_GKSS;
RBINS;eu_C0704_GKSS;C0704_GKSS;8.2406_54.0294;FALSE;NA;C0704_GKSS;C0704_GKSS;
RBINS;eu_E1340_GKSS;E1340_GKSS;8.242_54.0472;FALSE;NA;E1340_GKSS;E1340_GKSS;
RBINS;eu_C1003_GKSS;C1003_GKSS;8.248_54.0235;FALSE;NA;C1003_GKSS;C1003_GKSS;
Schlesswig-Holstein;eu_Helgo 1;Helgo 1;8.25_54.23;FALSE;GE_Helgo_1;GE_Helgo_1;Helgo 1;
Danish MSFD database;eu_RKB23;RKB23;8.2567_56.3125;FALSE;NA;RKB23;RKB23;
RBINS;eu_C6115000;C6115000;8.2631_54.0424;FALSE;NA;C6115000;C6115000;
Schlesswig-Holstein;eu_Westerland;Westerland;8.275_54.905;FALSE;GE_Westerland;GE_Westerland;Westerland;
RBINS;eu_E1305_GKSS;E1305_GKSS;8.2753_54.3003;FALSE;NA;E1305_GKSS;E1305_GKSS;
Danish MSFD database;eu_RKB10;RKB10;8.2772_55.9582;FALSE;NA;RKB10;RKB10;
Schlesswig-Holstein;eu_Lister Tief, Tonne;Lister Tief, Tonne;8.28_55.085;FALSE;GE_Lister_Tief_Tonne;GE_Lister_Tief_Tonne;Lister Tief, Tonne;
Danish MSFD database;eu_RIB1610003;RIB1610003;8.282_55.5483;FALSE;NA;RIB1610003;RIB1610003;
Schlesswig-Holstein;eu_Hornum / Vortrapptief;HÃ¶rnum / Vortrapptief;8.2833_54.7133;FALSE;GE_Hrnum_Vortrapptief;GE_Hrnum_Vortrapptief;Hoernum / Vortrapptief;
Schlesswig-Holstein;eu_Hornum / Vortrapptief;HÃ¶rnum / Vortrapptief;8.2833_54.7133;TRUE;220057;GE_Hrnum_Vortrapptief;Hoernum / Vortrapptief;
RBINS;eu_C0202_GKSS;C0202_GKSS;8.289_54.011;FALSE;NA;C0202_GKSS;C0202_GKSS;
IMR;eu_M58;M58;8.29_56.99;FALSE;NA;M58;M58;
IMR;eu_M183;M183;8.29_57.73;FALSE;NA;M183;M183;
RBINS;eu_ST3-NS-J99;ST3-NS-J99;8.2974_55.3848;FALSE;NA;ST3-NS-J99;ST3-NS-J99;
RBINS;eu_C0903_GKSS;C0903_GKSS;8.2979_54.0112;FALSE;NA;C0903_GKSS;C0903_GKSS;
RBINS;eu_C6114000;C6114000;8.3018_54.0722;FALSE;NA;C6114000;C6114000;
RBINS;eu_ST2-NS98;ST2-NS98;8.3056_55.3961;FALSE;NA;ST2-NS98;ST2-NS98;
NLWKN;WeMu_W_2;Hoher Weg, Wattfahrwasser;8.3074_53.6318;FALSE;WeMu_W_2;WeMu_W_2;Hoher Weg, Wattfahrwasser;
RBINS;eu_ST7-NS-S99;ST7-NS-S99;8.3085_55.3704;FALSE;NA;ST7-NS-S99;ST7-NS-S99;
RBINS;eu_C0102_GKSS;C0102_GKSS;8.3283_54.0048;FALSE;NA;C0102_GKSS;C0102_GKSS;
RBINS;eu_H0806;H0806;8.3283_54.118;FALSE;NA;H0806;H0806;
IMR;eu_M172;M172;8.33_57.65;FALSE;NA;M172;M172;
Schlesswig-Holstein;eu_Westl. Suderpiep;Westl. SÃ¼derpiep;8.335_54.0933;FALSE;GE_Westl_Sderpiep;GE_Westl_Sderpiep;Westl. Suederpiep;
PML;pml_67;2.0;-8.337_49.233;FALSE;NA;pml_67;2.0;
PML;pml_66;1.0;-8.338_49.236;FALSE;NA;pml_66;1.0;
Danish MSFD database;eu_RIB1510022;RIB1510022;8.3382_55.4643;FALSE;NA;RIB1510022;RIB1510022;
PML;pml_108;14060.0;-8.34_62.37;FALSE;NA;pml_108;14060.0;
RBINS;eu_E1304_GKSS;E1304_GKSS;8.3413_54.2817;FALSE;NA;E1304_GKSS;E1304_GKSS;
NLWKN;WuKu_W_2;Robinsbalje;8.342_53.82;FALSE;NA;WuKu_W_2;Robinsbalje;
Danish MSFD database;eu_RIB1610002;RIB1610002;8.3445_55.5122;FALSE;NA;RIB1610002;RIB1610002;
RBINS;eu_C1103_GKSS;C1103_GKSS;8.3465_54.0037;FALSE;NA;C1103_GKSS;C1103_GKSS;
RBINS;eu_C0803_GKSS;C0803_GKSS;8.3469_54.0064;FALSE;NA;C0803_GKSS;C0803_GKSS;
IMR;eu_M173;M173;8.35_57.65;FALSE;NA;M173;M173;
Danish MSFD database;eu_RIB1510007;RIB1510007;8.3507_55.3375;FALSE;NA;RIB1510007;RIB1510007;
PML;pml_83;18.0;-8.352_49.245;FALSE;NA;pml_83;18.0;
RBINS;eu_C0703_GKSS;C0703_GKSS;8.3552_53.9991;FALSE;NA;C0703_GKSS;C0703_GKSS;
PML;pml_75;10.0;-8.356_49.235;FALSE;NA;pml_75;10.0;
PML;pml_64;10.0;-8.357_49.239;FALSE;NA;pml_64;10.0;
